,orig_psnr,edt_psnr,pred_psnr,orig_ssim,edt_ssim,pred_ssim,max_error_orig,max_error_edt,max_error_pred
0,50.805637,59.04099,60.150867,0.6075032235259554,0.9471548870768595,0.9022206656515177,0.005000005,0.009366546,0.010614459
1,50.786537,59.11253,59.956352,0.602417692678504,0.9494380287795485,0.8980785603621119,0.0050000106,0.009322948,0.010087973
2,50.795296,59.035828,59.955685,0.5993718309774296,0.9459524651764369,0.8971387466912625,0.0050000064,0.009323068,0.0101904115
3,50.827415,59.08812,59.960754,0.5802337064553769,0.9356308522728395,0.8891399840972788,0.0050000097,0.009351533,0.010205113
4,50.830036,59.188915,59.902992,0.5648176545051377,0.9351750136501258,0.8809263576479589,0.005000012,0.009373449,0.010398891
5,50.86457,59.00641,59.653244,0.5484241605004117,0.9187327306620243,0.8671738372842398,0.0049999994,0.00940557,0.010317359
6,50.842194,58.821762,59.475906,0.5462451363925819,0.918213096552049,0.8671629912824816,0.005000001,0.009362831,0.010305678
7,50.813858,58.688187,59.318657,0.5577464769040938,0.9205973644935943,0.8741773481932518,0.0050000134,0.009300863,0.010388465
8,50.811005,58.408413,59.380863,0.5688856508454129,0.9155733433279566,0.8805046844081348,0.005000012,0.009406562,0.010225162
9,50.816254,58.41859,59.716805,0.5842499670447999,0.9185396976194444,0.8912959006429328,0.005000013,0.0093626855,0.01018216
10,50.805534,58.472317,59.94113,0.5947073551987088,0.9248675531420149,0.9005761901415127,0.005000007,0.0093319155,0.0102281645
11,50.79926,58.53255,60.17903,0.5935404702059434,0.9252936648657465,0.9050643883536141,0.0050000143,0.009363594,0.0107203955
12,50.789165,58.60437,60.22737,0.5944066380994903,0.9270366948179514,0.9069979860370153,0.005000007,0.009341019,0.010169231
13,50.787567,58.707516,60.2098,0.5912901568207389,0.9299965094685314,0.9066989231652733,0.00500002,0.009346495,0.010527088
14,50.78006,58.78254,60.190136,0.5915558553711717,0.9336581763455268,0.9068680817833699,0.0050000004,0.00932361,0.010181883
15,50.773926,58.73575,60.1299,0.5970915609523942,0.9365471717749795,0.9081478769361517,0.005000007,0.009388105,0.010533751
16,50.77668,58.71547,60.13917,0.5942168786388133,0.9353348808614349,0.9072015667551392,0.0050000134,0.00938775,0.010285583
17,50.777267,58.790718,60.04715,0.5918467031817404,0.9364851169784393,0.9050942890058498,0.0050000064,0.009355559,0.010569944
18,50.772713,58.806934,59.959625,0.5864584401298117,0.9366227522458505,0.9018672254507233,0.0050000045,0.009342245,0.010493563
19,50.7815,58.82829,59.921272,0.5802825947993173,0.9327865652858941,0.8988507732080405,0.005000001,0.009371937,0.01051475
20,50.780815,58.829193,59.877136,0.5747089889467988,0.9311851690207592,0.8970103311440437,0.0050000106,0.009385904,0.01043103
21,50.78422,58.85678,59.8493,0.5728506001606118,0.9314176842167714,0.896425056267389,0.005000009,0.009340175,0.010199595
22,50.784836,58.862125,59.872334,0.5714396452363608,0.9298057752598574,0.897328913239102,0.0050000073,0.009356014,0.010455685
23,50.786224,58.883842,59.72293,0.5660327998743828,0.9284802769199579,0.892089461377198,0.005000016,0.00936064,0.010065671
24,50.78392,58.88587,59.721237,0.5640165159666141,0.9279298021590173,0.8914421147934647,0.005000002,0.009375269,0.010315234
25,50.78318,59.00213,59.697235,0.5564068055813821,0.9287790335851547,0.8895476831504173,0.0050000045,0.009399987,0.010376641
26,50.786144,59.064392,59.572136,0.548659375944082,0.9280974986630911,0.8857206241049831,0.0050000106,0.009287685,0.010107938
27,50.79248,59.08403,59.43354,0.5397051649113423,0.925030388110256,0.8787230137150362,0.0050000018,0.009337421,0.010147138
28,50.796494,59.098404,59.34212,0.5320804039718686,0.9230768293163734,0.8733211680053656,0.005,0.009351772,0.01006294
29,50.792202,59.143597,59.282726,0.5272259558730537,0.9241233521648597,0.8720898696974999,0.005000011,0.009329358,0.010481157
30,50.794525,59.18576,59.233433,0.5261709910626725,0.9246157017365585,0.8714233096936439,0.0050000064,0.009370309,0.010478744
31,50.787807,59.175896,59.14541,0.5280322616845912,0.92640004464812,0.871808478111965,0.005000001,0.0093331495,0.0101353815
32,50.784775,59.169476,59.24655,0.5276583696186716,0.9267047350850337,0.8748434080421353,0.005000007,0.009332071,0.0102507
33,50.78108,59.18203,59.210068,0.5294463383282477,0.9291243648339725,0.8759584689158376,0.005000008,0.009261383,0.010226471
34,50.774178,59.18627,59.23686,0.5306821985374288,0.9304380945235564,0.8785994350635865,0.0050000106,0.009417979,0.01059215
35,50.771133,59.255352,59.23265,0.5318476673092758,0.9332326001232482,0.8799476715932119,0.005000009,0.009382565,0.010212433
36,50.765144,59.236633,59.108448,0.5337089153938201,0.9351414990194252,0.8794156982543334,0.005000006,0.009339788,0.010526073
37,50.763763,59.243336,59.07007,0.5343072491298628,0.9361207077352451,0.8799302629551823,0.0050000097,0.009340729,0.011019462
38,50.759132,59.29665,59.006638,0.5370461422643259,0.9381281115515899,0.8800423335558426,0.005000001,0.009343064,0.011079419
39,50.752365,59.322136,58.973904,0.54178297219905,0.9421053847258171,0.8820662617526891,0.0050000087,0.009286308,0.01050563
40,50.7473,59.330795,59.030693,0.5491564063788926,0.9446583399046031,0.887271530268811,0.005000009,0.009315056,0.010501762
41,50.742516,59.34394,58.96736,0.5567893260611372,0.9478382369129702,0.8900687705754031,0.0050000097,0.009356038,0.010345288
42,50.740852,59.295647,59.058624,0.5631136042127174,0.949940458281351,0.8951953103705609,0.005000012,0.009323841,0.010600694
43,50.740116,59.27547,59.03112,0.5623760204681758,0.9499034159856047,0.8952025852150105,0.005,0.009362419,0.01011086
44,50.738457,59.28179,58.99819,0.5670448322018968,0.9511330026263789,0.8972091625975129,0.0050000013,0.009340795,0.010560179
45,50.73373,59.121117,59.127487,0.5808519485449622,0.9539784104904032,0.9054040044165856,0.0050000083,0.0093196565,0.010434942
46,50.731888,59.020058,59.161835,0.5898002517227132,0.9549023258829333,0.9089478973975232,0.0050000143,0.009344911,0.010284846
47,50.73026,58.884903,59.24562,0.6038333861769373,0.9580774559208997,0.9159097449906783,0.005000005,0.0093502505,0.010455667
